uname,date,time,lat,long,altitude,velocity,ax,ay,az,gx,gy,gz
bunny,7/9/2021,11:01:42,36.06021232213675,120.93968110868944,38.92703349,0,-3,0.6,7,-0.4,0.6,0.3
bunny,7/9/2021,11:01:43,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.5,0.2,9.7,0,0,0
bunny,7/9/2021,11:01:44,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.6,0.1,9.6,0,0,0
bunny,7/9/2021,11:01:45,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.7,0.1,9.5,0,0,0
bunny,7/9/2021,11:01:46,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.8,0.2,9.5,0,0,0
bunny,7/9/2021,11:01:47,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.8,0.1,9.6,0,0,0
bunny,7/9/2021,11:01:48,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.8,0.2,9.5,0,0,0
bunny,7/9/2021,11:01:49,36.060225448376066,120.93965242364672,38.93657118,0.2182548,-1.8,0.2,9.5,0,0,0
bunny,7/9/2021,11:01:50,36.06022602324786,120.93965480612535,38.97807254,0.0206897,-2,0.1,9.5,0,0,0
bunny,7/9/2021,11:01:51,36.06022602324786,120.93965480612535,38.97807254,0.0206897,-2,0.1,9.5,0,0,0
bunny,7/9/2021,11:01:52,36.06022602324786,120.93965480612535,38.97807254,0.0206897,-2,0.2,9.5,0,0,0
bunny,7/9/2021,11:01:53,36.06022602324786,120.93965480612535,38.97807254,0.0206897,-1.9,0.1,9.5,0,0,0
bunny,7/9/2021,11:01:54,36.06022602324786,120.93965480612535,38.97807254,0.0206897,-2.1,0.1,9.6,0,0,0
bunny,7/9/2021,11:01:55,36.06022084940171,120.93965690270655,38.94319549,0.091539,-2.2,0.1,9.4,0,0,0
bunny,7/9/2021,11:01:56,36.06022084940171,120.93965690270655,38.94319549,0.091539,-2.2,0.1,9.4,0,0,0
bunny,7/9/2021,11:01:57,36.06022084940171,120.93965690270655,38.94319549,0.091539,-2.2,0.2,9.4,0,0.1,0
bunny,7/9/2021,11:01:58,36.06022084940171,120.93965690270655,38.94319549,0.091539,-2.3,0.2,9.4,0,0,0
bunny,7/9/2021,11:01:59,36.06022084940171,120.93965690270655,38.94319549,0.091539,-2.3,0.1,9.3,0,0.1,0
bunny,7/9/2021,11:02:00,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2.2,0.2,9.4,0,0,0
bunny,7/9/2021,11:02:01,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2.2,0.3,9.3,0.1,-0.1,0
bunny,7/9/2021,11:02:02,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2.2,0.3,9.4,0,0,0
bunny,7/9/2021,11:02:03,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2.1,0.3,9.4,0,0,0
bunny,7/9/2021,11:02:04,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2,0.3,9.4,0,0,0
bunny,7/9/2021,11:02:05,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2,0.3,9.5,0,0,0
bunny,7/9/2021,11:02:06,36.06022219076923,120.93965432962962,38.95409794,0.0285555,-2,0.3,9.5,0,0,0
bunny,7/9/2021,11:02:07,36.06022372376068,120.93965080356124,38.9085829,0.0458282,-2,0.3,9.5,0,0,0
bunny,7/9/2021,11:02:08,36.06022372376068,120.93965080356124,38.9085829,0.0458282,-2.1,0.4,9.5,0,0,0
bunny,7/9/2021,11:02:09,36.06022372376068,120.93965080356124,38.9085829,0.0458282,-2.1,0.3,9.4,0,0,0
bunny,7/9/2021,11:02:10,36.06022372376068,120.93965080356124,38.9085829,0.0458282,-2.1,0.4,9.4,0,0,0
bunny,7/9/2021,11:02:11,36.06022372376068,120.93965080356124,38.9085829,0.0458282,-2.1,0.4,9.4,0,0,0
bunny,7/9/2021,11:02:12,36.06022161589743,120.93965776039886,38.93899339,0.0969999,-2.2,0.3,9.5,0,0,0
bunny,7/9/2021,11:02:13,36.06022161589743,120.93965776039886,38.93899339,0.0969999,-2.1,0.3,9.3,0,0.1,0
